"mag_id","coverage","sample_id","site","time","cluster","rel_abund","domain","phylum","class","order","family","genus","species","phylum2"
"L036_bin.25",3.69604891103085,"L038","AD","Fall",3,0.31334364461802,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Macellibacteroides","Macellibacteroides fermentans","Bacteroidota"
"L036_bin.3",1.65218743272658,"L038","AD","Fall",1,0.140069150659114,"Bacteria","Firmicutes","Bacilli","RFN20","CAG-826","Onthovivens","","Firmicutes"
"L036_bin.5",3.03639030092912,"L038","AD","Fall",1,0.257419105179151,"Bacteria","Firmicutes_C","Negativicutes","Acidaminococcales","Acidaminococcaceae","","","Firmicutes"
"L038_bin.11",30.3294243043397,"L038","AD","Fall",1,2.57126801604948,"Bacteria","Firmicutes_B","Syntrophomonadia","Syntrophomonadales","Syntrophomonadaceae","DTU018","","Firmicutes"
"L038_bin.16",28.2311646753077,"L038","AD","Fall",1,2.39338175552043,"Bacteria","Firmicutes_A","Clostridia","Clostridiales","Clostridiaceae","JG1575","","Firmicutes"
"L038_bin.2",120.105046191573,"L038","AD","Fall",1,10.1822659322403,"Bacteria","Firmicutes_A","Clostridia","Tissierellales","Peptoniphilaceae","JAAYQA01","","Firmicutes"
"L038_bin.23",20.940496648236,"L038","AD","Fall",1,1.77529348171955,"Bacteria","Firmicutes_B","Syntrophomonadia","Syntrophomonadales","Syntrophomonadaceae","UBA4844","","Firmicutes"
"L038_bin.25",26.1866191530787,"L038","AD","Fall",1,2.22004926968382,"Bacteria","Firmicutes_A","Clostridia","Peptostreptococcales","Anaerovoracaceae","JAAZGD01","","Firmicutes"
"L038_bin.7",36.9167286799763,"L038","AD","Fall",1,3.12972652429864,"Bacteria","Firmicutes_A","Clostridia","Saccharofermentanales","DTU023","UBA4923","UBA4923 sp002427535","Firmicutes"
"L039_bin.10",0.0658329849824606,"L038","AD","Fall",4,0.0055811889796486,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","UBA5518","UBA5518","","Proteobacteria"
"L039_bin.13",0.506131146659142,"L038","AD","Fall",5,0.0429087877261452,"Bacteria","Actinobacteriota","Actinomycetia","Actinomycetales","Microbacteriaceae","Terrimesophilobacter","","Actinobacteriota"
"L039_bin.4",0.0624365125643171,"L038","AD","Fall",5,0.00529324283175824,"Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","UBA8139","","","Actinobacteriota"
"L039_bin.7",0.0113668702580251,"L038","AD","Fall",4,0.000963660557607815,"Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira_A","Nitrospira_A sp001567445","Nitrospirota"
"L040_bin.10",0.0360572978326867,"L038","AD","Fall",3,0.00305686569359287,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","LD1","UBA7692","UBA7692 sp001897535","Bacteroidota"
"L040_bin.16",0.0249480320587145,"L038","AD","Fall",5,0.00211504432963375,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","UBA11358","SCTL01","","Verrucomicrobiota"
"L040_bin.20",0.090452700326407,"L038","AD","Fall",4,0.00766839927394601,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Dokdonella_A","Dokdonella_A sp014338185","Proteobacteria"
"L040_bin.21",0.0178383315370375,"L038","AD","Fall",5,0.00151229811949673,"Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","","","Myxococcota"
"L040_bin.7",0.0804361253331838,"L038","AD","Fall",4,0.00681921405196503,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Thiobacillaceae","PFJX01","","Proteobacteria"
"L040_bin.9",0.0712679275733729,"L038","AD","Fall",4,0.00604195255738252,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Thiobacillaceae","PFJX01","","Proteobacteria"
"L078_bin.10",13.8706310360138,"L038","AD","Fall",3,1.17592439564448,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","VadinHA17","LD21","LD21 sp012729475","Bacteroidota"
"L078_bin.17",3.14475805120377,"L038","AD","Fall",3,0.266606306606267,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","DTU049","GWF2-43-63","","Bacteroidota"
"L078_bin.28",1.49466005922867,"L038","AD","Fall",1,0.126714294560856,"Bacteria","Firmicutes_A","Clostridia","Clostridiales","Clostridiaceae","Proteiniclasticum","","Firmicutes"
"L078_bin.34",15.5031109344654,"L038","AD","Fall",3,1.3143227809093,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA932","DMER64","DMER64 sp001512865","Bacteroidota"
"L078_bin.37",148.58362545411,"L038","AD","Fall",2,12.5966230023088,"Archaea","Halobacteriota","Methanosarcinia","Methanosarcinales","Methanosarcinaceae","Methanosarcina","Methanosarcina mazei","Halobacteriota"
"L078_bin.9",1.38204031311532,"L038","AD","Fall",3,0.117166617418978,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","Geofilum","Geofilum sp002427105","Bacteroidota"
"L080_bin.29",11.0133654934106,"L038","AD","Fall",2,0.933691129713194,"Archaea","Methanobacteriota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","UBA412","UBA412 sp002495685","Methanobacteriota"
"L080_bin.38",4.87142790965691,"L038","AD","Fall",5,0.412989928555926,"Bacteria","Actinobacteriota","Actinomycetia","Mycobacteriales","Mycobacteriaceae","Corynebacterium","Corynebacterium sp012838985","Actinobacteriota"
"L081_bin.10",32.8338630876195,"L038","AD","Fall",1,2.78358933402056,"Bacteria","Firmicutes_A","Clostridia","Tissierellales","Peptoniphilaceae","","","Firmicutes"
"L081_bin.12",14.9529244233576,"L038","AD","Fall",1,1.26767906737627,"Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Bulleidia","","Firmicutes"
"L081_bin.18",32.5058709953628,"L038","AD","Fall",1,2.75578281953238,"Bacteria","Firmicutes_A","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium sp000435835","Firmicutes"
"L081_bin.30",1.26191573995647,"L038","AD","Fall",1,0.106982696029453,"Bacteria","Firmicutes_C","Negativicutes","Acidaminococcales","Acidaminococcaceae","","","Firmicutes"
"L081_bin.36",1.2001598196022,"L038","AD","Fall",3,0.101747152445927,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Prevotella","","Bacteroidota"
"L081_bin.38",23.4296982715109,"L038","AD","Fall",2,1.98632302369834,"Archaea","Halobacteriota","Methanomicrobia","Methanomicrobiales","Methanoculleaceae","Methanoculleus","","Halobacteriota"
"L081_bin.4",3.36346103942295,"L038","AD","Fall",5,0.28514750913552,"Bacteria","Desulfobacterota_I","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Desulfovibrio legallii","Desulfobacterota"
"L082_bin.12",0.111949091500937,"L038","AD","Fall",4,0.00949082038332552,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Thiopseudomonas","","Proteobacteria"
"L082_bin.18",280.907556793411,"L038","AD","Fall",1,23.8147816127902,"Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Syner-03","Syner-03 sp012727545","Synergistota"
"L082_bin.19",0.145502306216019,"L038","AD","Fall",4,0.0123353949115729,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Thermomonas","","Proteobacteria"
"L082_bin.25",0.149599396960658,"L038","AD","Fall",4,0.0126827380818498,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Thauera","","Proteobacteria"
"L082_bin.26",0.236590519961483,"L038","AD","Fall",4,0.0200576717438858,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Ottowia","Ottowia sp001897615","Proteobacteria"
"L082_bin.27",4.80136121282472,"L038","AD","Fall",4,0.407049813941581,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Comamonas","Comamonas denitrificans_A","Proteobacteria"
"L082_bin.3",51.7996015020308,"L038","AD","Fall",3,4.39146675682937,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA932","DMER64","DMER64 sp002427525","Bacteroidota"
"L082_bin.9",0.358488903250444,"L038","AD","Fall",3,0.0303919732134392,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Gelidibacter","","Bacteroidota"
"L001_bin.13",1.65784074752059,"L039","Anoxic","Fall",1,0.209732816132154,"Bacteria","Firmicutes_A","Clostridia","Saccharofermentanales","Fastidiosipilaceae","JAAYZH01","JAAYZH01 sp012514965","Firmicutes"
"L001_bin.14",0.0966927324599932,"L039","Anoxic","Fall",3,0.0122325616068231,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","4484-276","SABY01","","Bacteroidota"
"L001_bin.17",0.205675958513784,"L039","Anoxic","Fall",3,0.0260199889852449,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","UBA2632","UBA2632 sp012840785","Bacteroidota"
"L001_bin.19",0.820229045182986,"L039","Anoxic","Fall",1,0.103766871321565,"Bacteria","Firmicutes_A","Clostridia","Tissierellales","Sedimentibacteraceae","Sedimentibacter","","Firmicutes"
"L001_bin.2",0.548366910880516,"L039","Anoxic","Fall",1,0.0693736938633378,"Bacteria","Firmicutes_A","Clostridia","Saccharofermentanales","Saccharofermentanaceae","DUPM01","DUPM01 sp012838315","Firmicutes"
"L001_bin.20",1.28468403264684,"L039","Anoxic","Fall",3,0.162524898974765,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Proteiniphilum","Proteiniphilum sp012728155","Bacteroidota"
"L001_bin.3",0.901425388179535,"L039","Anoxic","Fall",3,0.114038990463145,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","UBA1179","UBA1179 sp002340405","Bacteroidota"
"L001_bin.6",1.15028959679216,"L039","Anoxic","Fall",3,0.145522708899241,"Bacteria","Verrucomicrobiota","Kiritimatiellae","RFP12","UBA3636","JAAZFF01","","Verrucomicrobiota"
"L001_bin.7",0.231792565123544,"L039","Anoxic","Fall",1,0.029323991170179,"Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Syner-03","Syner-03 sp002316795","Synergistota"
"L003_bin.19",1.19588724651219,"L039","Anoxic","Fall",1,0.151291250599699,"Bacteria","Firmicutes_A","Clostridia","Christensenellales","CAG-74","UBA1038","","Firmicutes"
"L003_bin.22",0.052268704029828,"L039","Anoxic","Fall",1,0.00661249429907485,"Bacteria","Synergistota","Synergistia","Synergistales","Dethiosulfovibrionaceae","Pyramidobacter","Pyramidobacter piscolens_A","Synergistota"
"L003_bin.25",0.963967114022596,"L039","Anoxic","Fall",3,0.121951120929505,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","JAFGAQ01","JAFGAQ01","","Verrucomicrobiota"
"L003_bin.29",0.595780667638956,"L039","Anoxic","Fall",3,0.075371990589501,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA932","RUG11257","RUG11257 sp012513425","Bacteroidota"
"L003_bin.3",0.364269388379644,"L039","Anoxic","Fall",5,0.0460835847893473,"Bacteria","Fibrobacterota","Chitinivibrionia","Chitinivibrionales","Chitinispirillaceae","JAAYIG01","","Fibrobacterota"
"L003_bin.31",1.64985661187683,"L039","Anoxic","Fall",3,0.208722746102538,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Lentimicrobiaceae","Lentimicrobium","Lentimicrobium sp002410555","Bacteroidota"
"L003_bin.7",1.9066754873038,"L039","Anoxic","Fall",3,0.241212806477605,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Fermentimonas","Fermentimonas sp002398875","Bacteroidota"
"L003_bin.9",1.0210557690092,"L039","Anoxic","Fall",3,0.129173385430751,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA932","DMER64","DMER64 sp002408205","Bacteroidota"
"L004_bin.13",61.8336611104847,"L039","Anoxic","Fall",3,7.82255346049283,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ginsengibacter","","Bacteroidota"
"L004_bin.14",24.0942181414102,"L039","Anoxic","Fall",4,3.04815057227784,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Thiobacillaceae","Thiobacillus","Thiobacillus sp001899775","Proteobacteria"
"L004_bin.16",196.736911393135,"L039","Anoxic","Fall",3,24.8891134599837,"Bacteria","Bacteroidota","Bacteroidia","AKYH767-A","OLB10","OLB10","OLB10 sp001567275","Bacteroidota"
"L004_bin.4",0.0365046646013056,"L039","Anoxic","Fall",4,0.00461819153633542,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","UBA7239","UBA7239","","Proteobacteria"
"L005_bin.1",11.4144903204367,"L039","Anoxic","Fall",3,1.44404292342239,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Agriterribacter","","Bacteroidota"
"L005_bin.3",3.85395396739156,"L039","Anoxic","Fall",3,0.48756228246506,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","JAEUUM01","","Bacteroidota"
"L005_bin.7",8.2843578582737,"L039","Anoxic","Fall",4,1.04805103026985,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","TH1-2","Terricaulis","","Proteobacteria"
"L036_bin.1",2.21671468450314,"L039","Anoxic","Fall",5,0.280435749958286,"Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfobulbaceae","Desulfobulbus","","Desulfobacterota"
"L036_bin.10",0.00861777843280837,"L039","Anoxic","Fall",5,0.00109023194309765,"Bacteria","Desulfobacterota_I","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Solidesulfovibrio","","Desulfobacterota"
"L036_bin.11",0.295702160045107,"L039","Anoxic","Fall",1,0.0374091702447138,"Bacteria","Spirochaetota","Spirochaetia","Sphaerochaetales","Sphaerochaetaceae","JAAYFO01","JAAYFO01 sp012728215","Spirochaetota"
"L036_bin.17",0.0491171455141799,"L039","Anoxic","Fall",1,0.00621379180386794,"Bacteria","Firmicutes_A","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia coccoides","Firmicutes"
"L036_bin.19",0.038961656043813,"L039","Anoxic","Fall",1,0.00492902460954849,"Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","","","Synergistota"
"L036_bin.2",0.0305681266304792,"L039","Anoxic","Fall",1,0.00386716232646771,"Bacteria","Firmicutes_A","Clostridia","Lachnospirales","Lachnospiraceae","Hespellia","Hespellia stercorisuis","Firmicutes"
"L036_bin.20",1.1137456594883,"L039","Anoxic","Fall",1,0.140899548987918,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Trichococcus","Trichococcus flocculiformis","Firmicutes"
"L036_bin.22",0.0350688426374828,"L039","Anoxic","Fall",5,0.00443654623392183,"Bacteria","Desulfobacterota_I","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Solidesulfovibrio","Solidesulfovibrio alcoholivorans","Desulfobacterota"
"L036_bin.25",0.478720802939316,"L039","Anoxic","Fall",3,0.0605627906610866,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Macellibacteroides","Macellibacteroides fermentans","Bacteroidota"
"L036_bin.3",0.148026779141186,"L039","Anoxic","Fall",1,0.0187268127524823,"Bacteria","Firmicutes","Bacilli","RFN20","CAG-826","Onthovivens","","Firmicutes"
"L036_bin.5",0.0731864481416696,"L039","Anoxic","Fall",1,0.00925879032375007,"Bacteria","Firmicutes_C","Negativicutes","Acidaminococcales","Acidaminococcaceae","","","Firmicutes"
"L038_bin.11",1.30137328630088,"L039","Anoxic","Fall",1,0.164636250244929,"Bacteria","Firmicutes_B","Syntrophomonadia","Syntrophomonadales","Syntrophomonadaceae","DTU018","","Firmicutes"
"L038_bin.16",1.78361334377932,"L039","Anoxic","Fall",1,0.225644260488342,"Bacteria","Firmicutes_A","Clostridia","Clostridiales","Clostridiaceae","JG1575","","Firmicutes"
"L038_bin.2",1.67678107096801,"L039","Anoxic","Fall",1,0.212128949404317,"Bacteria","Firmicutes_A","Clostridia","Tissierellales","Peptoniphilaceae","JAAYQA01","","Firmicutes"
"L038_bin.23",0.815379948133288,"L039","Anoxic","Fall",1,0.103153413858022,"Bacteria","Firmicutes_B","Syntrophomonadia","Syntrophomonadales","Syntrophomonadaceae","UBA4844","","Firmicutes"
"L038_bin.25",0.893002322170848,"L039","Anoxic","Fall",1,0.112973391516376,"Bacteria","Firmicutes_A","Clostridia","Peptostreptococcales","Anaerovoracaceae","JAAZGD01","","Firmicutes"
"L038_bin.7",8.51140436178032,"L039","Anoxic","Fall",1,1.07677459895074,"Bacteria","Firmicutes_A","Clostridia","Saccharofermentanales","DTU023","UBA4923","UBA4923 sp002427535","Firmicutes"
"L039_bin.10",62.2905786888454,"L039","Anoxic","Fall",4,7.88035793332485,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","UBA5518","UBA5518","","Proteobacteria"
"L039_bin.13",31.2152429549735,"L039","Anoxic","Fall",5,3.9490287719054,"Bacteria","Actinobacteriota","Actinomycetia","Actinomycetales","Microbacteriaceae","Terrimesophilobacter","","Actinobacteriota"
"L039_bin.4",36.8370567084752,"L039","Anoxic","Fall",5,4.66024233813954,"Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","UBA8139","","","Actinobacteriota"
"L039_bin.7",26.8880562590216,"L039","Anoxic","Fall",4,3.40159799302699,"Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira_A","Nitrospira_A sp001567445","Nitrospirota"
"L040_bin.10",9.69305491249868,"L039","Anoxic","Fall",3,1.22626477046265,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","LD1","UBA7692","UBA7692 sp001897535","Bacteroidota"
"L040_bin.16",8.97668815893915,"L039","Anoxic","Fall",5,1.13563747901008,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","UBA11358","SCTL01","","Verrucomicrobiota"
"L040_bin.20",93.8704026982379,"L039","Anoxic","Fall",4,11.8755097187743,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Dokdonella_A","Dokdonella_A sp014338185","Proteobacteria"
"L040_bin.21",26.3211460038293,"L039","Anoxic","Fall",5,3.32987838757423,"Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","","","Myxococcota"
"L040_bin.7",28.5409323377188,"L039","Anoxic","Fall",4,3.6107027307535,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Thiobacillaceae","PFJX01","","Proteobacteria"
"L040_bin.9",28.868415586325,"L039","Anoxic","Fall",4,3.65213251468722,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Thiobacillaceae","PFJX01","","Proteobacteria"
"L078_bin.10",12.7999312050178,"L039","Anoxic","Fall",3,1.61931453424653,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","VadinHA17","LD21","LD21 sp012729475","Bacteroidota"
"L078_bin.17",0.796153502562519,"L039","Anoxic","Fall",3,0.100721083382493,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","DTU049","GWF2-43-63","","Bacteroidota"
"L078_bin.28",0.114688170151929,"L039","Anoxic","Fall",1,0.0145091577336255,"Bacteria","Firmicutes_A","Clostridia","Clostridiales","Clostridiaceae","Proteiniclasticum","","Firmicutes"
"L078_bin.34",1.82671838099273,"L039","Anoxic","Fall",3,0.23109746270802,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA932","DMER64","DMER64 sp001512865","Bacteroidota"
"L078_bin.37",18.8562084798321,"L039","Anoxic","Fall",2,2.38549191891007,"Archaea","Halobacteriota","Methanosarcinia","Methanosarcinales","Methanosarcinaceae","Methanosarcina","Methanosarcina mazei","Halobacteriota"
"L078_bin.9",0.880194451821163,"L039","Anoxic","Fall",3,0.111353072603892,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","Geofilum","Geofilum sp002427105","Bacteroidota"
"L080_bin.29",0.36772684352335,"L039","Anoxic","Fall",2,0.0465209861531542,"Archaea","Methanobacteriota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","UBA412","UBA412 sp002495685","Methanobacteriota"
"L080_bin.38",0.148335127847791,"L039","Anoxic","Fall",5,0.0187658218326268,"Bacteria","Actinobacteriota","Actinomycetia","Mycobacteriales","Mycobacteriaceae","Corynebacterium","Corynebacterium sp012838985","Actinobacteriota"
"L081_bin.10",0.785341820038362,"L039","Anoxic","Fall",1,0.0993533014490895,"Bacteria","Firmicutes_A","Clostridia","Tissierellales","Peptoniphilaceae","","","Firmicutes"
"L081_bin.12",0.075604747964486,"L039","Anoxic","Fall",1,0.00956472853455211,"Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Bulleidia","","Firmicutes"
"L081_bin.18",1.56226614139483,"L039","Anoxic","Fall",1,0.197641708271851,"Bacteria","Firmicutes_A","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium sp000435835","Firmicutes"
"L081_bin.30",0.0182900033698553,"L039","Anoxic","Fall",1,0.00231386152111615,"Bacteria","Firmicutes_C","Negativicutes","Acidaminococcales","Acidaminococcaceae","","","Firmicutes"
"L081_bin.36",0.0604734723130666,"L039","Anoxic","Fall",3,0.00765047648182009,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Prevotella","","Bacteroidota"
"L081_bin.38",4.5070726599207,"L039","Anoxic","Fall",2,0.570188085249525,"Archaea","Halobacteriota","Methanomicrobia","Methanomicrobiales","Methanoculleaceae","Methanoculleus","","Halobacteriota"
"L081_bin.4",0.0842361855954016,"L039","Anoxic","Fall",5,0.0106566884977201,"Bacteria","Desulfobacterota_I","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Desulfovibrio legallii","Desulfobacterota"
"L082_bin.12",0.0747278138884175,"L039","Anoxic","Fall",4,0.0094537879308716,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Thiopseudomonas","","Proteobacteria"
"L082_bin.18",2.4899543708539,"L039","Anoxic","Fall",1,0.315003201013594,"Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Syner-03","Syner-03 sp012727545","Synergistota"
"L082_bin.19",0.0724220535628404,"L039","Anoxic","Fall",4,0.00916208704999246,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Thermomonas","","Proteobacteria"
"L082_bin.25",5.34716162219939,"L039","Anoxic","Fall",4,0.676467427293541,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Thauera","","Proteobacteria"
"L082_bin.26",32.7820695502852,"L039","Anoxic","Fall",4,4.14724742150547,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Ottowia","Ottowia sp001897615","Proteobacteria"
"L082_bin.27",1.03641543209964,"L039","Anoxic","Fall",4,0.131116530693417,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Comamonas","Comamonas denitrificans_A","Proteobacteria"
"L082_bin.3",10.3272403758039,"L039","Anoxic","Fall",3,1.30649533746253,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA932","DMER64","DMER64 sp002427525","Bacteroidota"
"L082_bin.9",1.5680259255748,"L039","Anoxic","Fall",3,0.198370376425403,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Gelidibacter","","Bacteroidota"
"L001_bin.13",2.98009453647917,"L040","Oxic","Fall",1,0.341528190189061,"Bacteria","Firmicutes_A","Clostridia","Saccharofermentanales","Fastidiosipilaceae","JAAYZH01","JAAYZH01 sp012514965","Firmicutes"
"L001_bin.14",0.187085191461173,"L040","Oxic","Fall",3,0.0214405503143524,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","4484-276","SABY01","","Bacteroidota"
"L001_bin.17",0.137076226146915,"L040","Oxic","Fall",3,0.0157093658811281,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","UBA2632","UBA2632 sp012840785","Bacteroidota"
"L001_bin.19",0.685945605122885,"L040","Oxic","Fall",1,0.0786115199427656,"Bacteria","Firmicutes_A","Clostridia","Tissierellales","Sedimentibacteraceae","Sedimentibacter","","Firmicutes"
"L001_bin.2",0.79833370623561,"L040","Oxic","Fall",1,0.0914915491841072,"Bacteria","Firmicutes_A","Clostridia","Saccharofermentanales","Saccharofermentanaceae","DUPM01","DUPM01 sp012838315","Firmicutes"
"L001_bin.20",0.232957343276445,"L040","Oxic","Fall",3,0.026697642932648,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Proteiniphilum","Proteiniphilum sp012728155","Bacteroidota"
"L001_bin.3",0.933028819351459,"L040","Oxic","Fall",3,0.10692803203613,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","UBA1179","UBA1179 sp002340405","Bacteroidota"
"L001_bin.6",1.41566840807997,"L040","Oxic","Fall",3,0.162240044200275,"Bacteria","Verrucomicrobiota","Kiritimatiellae","RFP12","UBA3636","JAAZFF01","","Verrucomicrobiota"
"L001_bin.7",0.581846944422687,"L040","Oxic","Fall",1,0.0666814865982371,"Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Syner-03","Syner-03 sp002316795","Synergistota"
"L003_bin.19",1.1268346788218,"L040","Oxic","Fall",1,0.129138792004551,"Bacteria","Firmicutes_A","Clostridia","Christensenellales","CAG-74","UBA1038","","Firmicutes"
"L003_bin.22",0.185756910205796,"L040","Oxic","Fall",1,0.0212883251122128,"Bacteria","Synergistota","Synergistia","Synergistales","Dethiosulfovibrionaceae","Pyramidobacter","Pyramidobacter piscolens_A","Synergistota"
"L003_bin.25",1.53604495434569,"L040","Oxic","Fall",3,0.176035574336683,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","JAFGAQ01","JAFGAQ01","","Verrucomicrobiota"
"L003_bin.29",0.166910751904067,"L040","Oxic","Fall",3,0.0191284962014123,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA932","RUG11257","RUG11257 sp012513425","Bacteroidota"
"L003_bin.3",0.289331430238174,"L040","Oxic","Fall",5,0.0331582902906163,"Bacteria","Fibrobacterota","Chitinivibrionia","Chitinivibrionales","Chitinispirillaceae","JAAYIG01","","Fibrobacterota"
"L003_bin.31",1.07107928468477,"L040","Oxic","Fall",3,0.122749048786742,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Lentimicrobiaceae","Lentimicrobium","Lentimicrobium sp002410555","Bacteroidota"
"L003_bin.7",0.809714127691679,"L040","Oxic","Fall",3,0.0927957812129583,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Fermentimonas","Fermentimonas sp002398875","Bacteroidota"
"L003_bin.9",0.968070451391846,"L040","Oxic","Fall",3,0.11094391308471,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA932","DMER64","DMER64 sp002408205","Bacteroidota"
"L004_bin.13",38.9349485616497,"L040","Oxic","Fall",3,4.46206734537844,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ginsengibacter","","Bacteroidota"
